name,website,profile_url,description,address,,,
N-ear Inc.,https://go.lexipol.com/?target=org_evvN7kG87eRWjn4I&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/n-ear/,"usted by US / International Law Enforcement Agencies and Security. Having a European & US Partnership, we bring diversity with our products by being very knowledgeable­ in the two-way radio industry. N-ear has proven to be an essential tool in critical communications by providing its customers with a discreet, comfortable and secure fit.
More than just Products. Customer service is at the heart of N-ear, focusing on our customers is our #1 priority. Our commitment to excellence will allow you to fully experience why so many customers love our team. We take pride in being USA Based & Assembled.
The Future is N-ear. N-ear is committed to being in tune with the market by providing the most covert earpieces available. Using the latest in technology, our products feature 100% Situational Awareness, 0% Ear Fatigue, and the highest standards in durability.","N-ear Inc.
4821 N. Grady Ave.
              
              
                
                
                
                  
                
                Tampa, FL
                33614
              
              
                Phone: 877-290-4599",,,
NEOLOGY,https://go.lexipol.com/?target=org_qcHgDwiD1qFEWM6V&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/neology/,"logy Inc brand headquartered in San Diego, CA, is a leader in detection innovation supplying advanced Vehicle Detection and Automatic License Plate Recognition solutions to make our world safer and smarter. Supporting the mission to keep communities safe, we develop, deliver and support some of the largest, and smallest Agencies in the Law Enforcement market, providing solutions generating actionable intelligence for tactical and investigative purposes, using the latest Artificial Intelligence techniques.
Serving over 100 countries, with over 60,000 systems deployed across multiple markets including Law Enforcement, Homeland Security, Traffic and Parking Enforcement at Federal, State and Local levels.
Proud of our position in the market for almost 30 years, especially the transformations we have spearheaded, NEOLOGY continues to lead the market with the latest innovations, including the NEOLOGY “Elixir” Network launched in 2020. Elixir provides the ability for data sharing between Agency systems, as well as inter-operability with 3rd party products within a trusted network of law enforcement agencies built into the latest BOSS4 platform.","NEOLOGY
13520 Evening Creek Dr N, STE 460
              
              
                
                
                
                  
                
                San Diego, CA
                92128
              
              
                Phone: 833-747-7577",,,
NetMotion Wireless,https://go.lexipol.com/?target=org_60ea7944cd8b4968&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/netmotion-wireless/,"developer of Mobility XE, a software-only Mobile VPN that provides secure, reliable connectivity for enterprise wireless networking. The company allows an enterprise of any size to enhance productivity and improve customer service through a wireless solution, quickly and easily.","NetMotion Wireless
701 N 34th Street, Ste. 250
              
              
                
                
                
                  
                
                Seattle, WA
                98103
              
              
                Phone: 206.691.5500",,,
Nevada State,,https://www.police1.com/company-directory/nevada-state/,,Nevada State,,,
New England College (Bisk Education),https://go.lexipol.com/?target=org_CTdAoUKV17ViTifr&source=ads_h1akhUcHakazIzRa&site=policeone,,,,,,
"New Orleans Police & Justice Foundation, Inc.",https://go.lexipol.com/?target=org_hOwv72fGnYLEiNGe&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/new-orleans-police-justice-foundation-inc/,,"New Orleans Police & Justice Foundation, Inc.",,,
New York Tactical Officers Association,https://go.lexipol.com/?target=org_yspAST3iZ5wscMJf&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/nytoa/,"profit corporation established to promote training, professionalism and the exchange of  information between members of law enforcement, tactical units and crisis negotiation teams within, and surrounding, New York State. The association strives to advance individual and team knowledge by providing a network to share best practices, sound tactics, training and operational experiences. The association works to foster the highest professional standards and levels of competence by providing high quality instruction to its members.","New York Tactical Officers Association
680 Route 211 East, Suite 3B-289
              
              
                
                
                
                  
                
                Middletown, NY
                10941
              
              
                Phone: (800) 269-7326",,,
Nextdoor,,https://www.police1.com/company-directory/nextdoor/,,"Nextdoor
Phone: 14152360000",,,
"NextNav, LLC",,https://www.police1.com/company-directory/nextnav-llc/,,"NextNav, LLC",,,
Niche Technology,https://go.lexipol.com/?target=org_waSTPFcBGCeIGYYp&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/niche-technology/,"focus is on the information demands of frontline officers when seconds count. The responsive NicheRMS365 UI provides a consistent, intuitive user experience on phone, tablet, laptop and desktop devices, so agencies can simply train once and use anywhere – on any device.
NicheRMS365 is the cloud engineered, mobile-first platform that sets the standard for Police RMS worldwide, serving 162,000 sworn officers in the United States, Canada, Australia and the United Kingdom. It’s the most highly configurable, capable and respected RMS platform in the world.
Schedule a demonstration to see the potential of NicheRMS365 for your agency at www.NicheRMS.com.","Niche Technology
629 McDermot Avenue
              
              
                
                
                
                  
                
                Winnepeg, Manitoba
                R3A 1P6
              
              
                Phone: +1 204 786 2400
              
              
                Fax: +1 204 774 9254",,,
Nick Daugherty,,https://www.police1.com/company-directory/nick-daugherty/,,Nick Daugherty,,,
Night Light Safety,https://go.lexipol.com/?target=org_lu7ad7g1PnHdJzEQ&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/night-light-safety/,,Night Light Safety,,,
NOBLE,https://go.lexipol.com/?target=org_PlIur8bAreBYUD12&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/noble/,"mmitted to equity in matters related to law enforcement, its mission to ensure equity in the administration of justice, and its unyielding commitment to work towards the elimination of racism and bias of any type within the law enforcement field.  This includes a commitment to equal treatment in the administration of justice and within the law enforcement field for all people, regardless of sexual orientation or gender expression.","NOBLE
4609-F Pinecrest Office Park Driv
              
              
                
                
                
                  
                
                Alexandria, VA
                22312
              
              
                Phone: (703) 658-1529",,,
North-American Association of Uniform Manufacturers & Distributors (NAUMD),https://go.lexipol.com/?target=org_vY3QiuhvToktjUBo&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/north-american-association-of-uniform-manufacturers-and-distributors-naumd/,"The NAUMD is the association for the uniform, image apparel and public safety equipment industries. Our membership is composed of the entire uniform and public safety supply chain: distributors – manufacturers – fabric mills & associated suppliers. Our members sell to industries that supply uniforms and public safety supplies to their employees, such as these:
Public Safety, Gaming, Hotels, Police Departments, Sheriff, Departments, Correctional Facilities, Healthcare, Transportation, Security Department.
NAUMD each year recognizes departments with the Best Dressed Public Safety Awards® and Best Public Safety Product Innovation Awards.","North-American Association of Uniform Manufacturers & Distributors (NAUMD)
12732 Harney Street
              
              
                
                
                
                  
                
                Omaha, NE
                68154
              
              
                Phone: 402-639-0498",,,
North American Rescue Products,,https://www.police1.com/company-directory/north-american-rescue-products/,,"North American Rescue Products
35 Tedwall Court
              
              
                
                
                
                  
                
                Greer, SC
                29650-4791
              
              
                Phone: (864) 675-9800",,,
Norwich University,https://go.lexipol.com/?target=org_ee3ba7542d14aab5&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/norwich-university/,,"Norwich University
158 Harmon Drive
              
              
                
                
                
                  
                
                Northfield, VT
                5663
              
              
                Phone: (802) 485-2000",,,
Not a legitimate organization,,https://www.police1.com/company-directory/law-enforcement-learning-llc/,,Not a legitimate organization,,,
Notre Dame College Online,https://go.lexipol.com/?target=org_CCD5lqqf03GHibNv&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/notre-dame-college-online/,"stitution in the tradition of the Sisters of Notre Dame, educates a diverse population in the liberal arts for personal, professional and global responsibility.","Notre Dame College Online
4545 College Road
              
              
                
                
                
                  
                
                South Euclid, OH
                44121-4293
              
              
                Phone: 888-568-7361",,,
Nuance Communications,https://go.lexipol.com/?target=org_6k0pbEZ3uDW0rKcZ&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/nuance-communications/,"Inc. is a leading provider of voice and language solutions for businesses and consumers around the world. Nuance’s Dragon speech recognition portfolio transforms productivity and documentation accuracy for professional individuals and large organizations in a variety of industries, including public safety. The Dragon Law Enforcement speech recognition solution provides law enforcement professionals with a faster, safer, and more efficient way to create incident reports, and perform other essential tasks – all by voice. Today, Dragon Law Enforcement is being used by hundreds of departments across the country to streamline their documentation and reporting processes.","Nuance Communications
1 Wayside Road
              
              
                
                
                
                  
                
                Burlington, MA
                01803
              
              
                Phone: (781) 565-5000",,,
Nuix USG,,https://www.police1.com/company-directory/nuix-usg/,"Leading organizations around the world turn to Nuix USG when they need fast, accurate answers for investigation, cybersecurity incident response, insider threats, litigation, regulation, privacy, risk management, and other essential challenges.

Nuix USG makes small work of big data volumes and complex file formats.","Nuix USG
13755 Sunrise Valley Drive, Suite 200
              
              
                
                
                
                  
                
                Herndon, VA
                20171
              
              
                Phone: 844-585-1177",,,
Numerex,https://go.lexipol.com/?target=org_FqTyIg4JHSQAv8k4&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/numerex/,"Corp. (NASDAQ:NMRX) is a leading provider of managed enterprise solutions enabling the Internet of Things (IoT). The Company's solutions produce new revenue streams or create operating efficiencies for its customers. Numerex provides its technology and services through its integrated platforms, which are generally sold on a subscription basis. The Company offers a portfolio of managed end-to-end IoT solutions including smart devices, network connectivity and service applications capable of addressing the needs of a wide spectrum of vertical markets and industrial customers. The Company's mission is to empower enterprise operations with world-class, managed IoT solutions that are simple, innovative, scalable, and secure. Numerex is ISO 27001 information security-certified, highlighting the Company's focus on data security, service reliability and around-the-clock support of its customers.","Numerex
400 Interstate North Pkwy
              
              
                
                
                
                  
                
                Atlanta, GA
                30339
              
              
                Phone: 800-665-5686",,,
Numerica (LUMEN and PROact),,https://www.police1.com/company-directory/numerica-lumen-and-proact/,,"Numerica (LUMEN and PROact)
Phone: (970) 207-2200",,,
Occupational Health Dynamics - OHD,,https://www.police1.com/company-directory/ohd-usa/,"(OHD) began in serving the occupational health care market in the Southeastern United States. 

Historically, we have provided top-quality equipment and services to health care providers of occupational medicine. These products range from vision and hearing to OHD FitTesters, spirometers, intoxylizers, and other products that relate to employee care. Many of these are tied together with software programs that unify the integrated use of the equipment provided.

Success in the Southeast regional market has led, in turn, to the expansion of several lines to include both a national and international market. We maintain our central offices in Birmingham, AL, with a sales team meeting with you in your offices at your convenience. Also, a dealer network provides local service in most areas of the United States (where applicable), as well as Canada and several other countries.","Occupational Health Dynamics - OHD
2687 John Hawkins Parkway
              
              
                
                
                
                  
                
                Hoover, AL
                35244
              
              
                Phone: +1.205.980.0180
              
              
                Fax: 205-980-5764",,,
Ocean Craft Marine,,https://www.police1.com/company-directory/ocean-craft-marine/,"world leading provider of advanced maritime solutions for Rigid Hull Inflatable Boats (RHIB) for professional, military & recreational mariners.","Ocean Craft Marine
301 Fourth Street , Suite B-5 Pier 4 Marina Annapolis, Maryland 21403 USA
              
              
                
                
                
                  
                
                Maryland, MD
                21403
              
              
                Phone: +1 (410) 263-3242",,,
Odor Crusher,https://go.lexipol.com/?target=org_sWnhIGbWltLtk3iA&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/odor-crusher/,,"Odor Crusher
3535 N. Rock Road, Suite 300
              
              
                
                
                
                  
                
                Wichita, KS
                67226
              
              
                Phone: 877-575-3173",,,
ODV,,https://www.police1.com/company-directory/odv/,"divorce Arranging a divorce online is a great approach to face the paperwork during uncontested proceeding, and OnlineDivorce belongs to the leaders and most professional businesses of this area.","ODV
Continental Drive Suite 401
              
              
                
                
                
                  
                
                Newark, DE
                19713
              
              
                Phone: 866 927-1400",,,
OfferUp,https://go.lexipol.com/?target=org_uZsSbzFpAcJJYU4Y&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/offerup/,Buy. Sell. Simple. An easy way to buy and sell locally. Start buying or selling in 30 seconds.,"OfferUp

                
                
                  
                
                Seattle, WA",,,
OfficerPrivacy.com,https://go.lexipol.com/?target=org_gXSdVAb3yiBuX9Rh&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/officerprivacy/,"We live in a time where information is everywhere. Anyone with an internet connection can quickly find your home address. 
For law enforcement officers, this can be a huge problem. 
We want to help.
OfficerPrivacy.com removes you from the top 25 people-search sites that expose your home address on the internet.
Once your information is removed, we constantly monitor these sites to ensure you don't re-appear. If your information happens to re-appear, we quickly remove you.
Protect yourself and your family from criminals and the curious.","OfficerPrivacy.com
Phone: 916-245-2544",,,
OfficerStore.com,https://go.lexipol.com/?target=org_49bce0ec2551dea9&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/officerstorecom/,,"OfficerStore.com
104 Independence Way
              
              
                
                
                
                  
                
                Coatesville, PA
                19320
              
              
                Phone: 800 852 6088",,,
OMKROWN LLC,,https://www.police1.com/company-directory/omkrown-llc/,manufacture Luminol a chemical reagent used for latent blood detection.,"OMKROWN LLC
18, CROW CANYON COURT, SUITE 325
              
              
                
                
                
                  
                
                SAN RAMON, CA
                94583
              
              
                Phone: 650-430-1396",,,
Omnigo,https://go.lexipol.com/?target=org_ec99d8fb0f9b68e7&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/omnigo/,"’s broad array of public safety technology solutions include:

CAD, RMS, and Jail Management
Physical and digital evidence management (including redaction), asset and inventory management, and forensic laboratory management
Incident and event planning and response, as well as CAD continuity","Omnigo
10430 Baur Blvd.
              
              
                
                
                
                  
                
                St. Louis, MO
                63132
              
              
                Phone: 1-866-421-2374",,,
OneConcern,https://go.lexipol.com/?target=org_px6FpyoZvzYVvrkR&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/oneconcern/,,"OneConcern
169 University Ave
              
              
                
                
                
                  
                
                Palo Alto, CA
                94301",,,
ONEFACE LLC,,https://www.police1.com/company-directory/oneface-llc/,aw enforcement training company offering courses in recognizing micro-facial expressions and body language,"ONEFACE LLC
345 HIGHWAY 9 SOUTH, SUITE 213
              
              
                
                
                
                  
                
                MANALAPAN, NJ
                07726
              
              
                Phone: 7328845930",,,
On Scene Solutions,https://go.lexipol.com/?target=org_26801cb3b253393f&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/on-scene-solutions/,,"On Scene Solutions
231 N Chimney Park Dr
              
              
                
                
                
                  
                
                Windsor, CO
                80550-5045
              
              
                Phone: 9702123660
              
              
                Fax: 970-669-2065",,,
Onspot of North America Inc.,,https://www.police1.com/company-directory/onspot-of-north-america-inc/,,"Onspot of North America Inc.
555 Lordship Blvd Unit F
              
              
                
                
                
                  
                
                Stratford, CT
                06615-7156
              
              
                Phone: +1.203.377.0777",,,
Ontario Knife/Queen Cutlery,,https://www.police1.com/company-directory/ontario-knife-queen-cutlery/,,"Ontario Knife/Queen Cutlery

                
                
                  
                
                OH
                10482
              
              
                Phone: (716) 676-5527",,,
Operative Experience,,https://www.police1.com/company-directory/operative-experience/,,"Operative Experience
500 Principio Parkway West, Suite 900
              
              
                
                
                
                  
                
                North East, MD
                21901
              
              
                Phone: (410) 287-5748",,,
Operative IQ,https://go.lexipol.com/?target=org_WWeWnljvQ2AjIAmG&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/operative-iq/,"Designed for First Response and Public Safety professionals, Operative IQ understands your daily demands and helps streamline processes, so you get more done in less time. Electronic Check Sheets allow crew to conduct rig checks, gear inspections, inventory counts, report issues and more. Allowing you to easily track and report on Inventory & Assets, Fleet Maintenance and Narcotics Transactions in real-time from any device.
Join the thousands of professionals managing their day-to-day operations with Operative IQ and find immediate cost savings with minimal investment in a trusted, innovative, platform designed to meet your needs.","Operative IQ
3781 Tramore Pointe Parkway
              
              
                
                
                
                  
                
                Austell, GA
                30106
              
              
                Phone: 877-217-3707",,,
"Optim, LLC",https://go.lexipol.com/?target=org_759a2a29d0a3d0b0&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/optim-inc/,,"Optim, LLC
64 Technology Park Road
              
              
                
                
                
                  
                
                Sturbridge, MA
                01566
              
              
                Phone: 508-347-5100",,,
Opto Traffic,,https://www.police1.com/company-directory/opto-traffic/,,"Opto Traffic
Phone: (888) 332-8528",,,
ORAFOL Americas,https://go.lexipol.com/?target=org_uJ64clLVDVCLoNvK&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/orafol-americas/,Engineered to save lives.™,"ORAFOL Americas
1100 Oracal Parkway
              
              
                
                
                
                  
                
                Black Creek, GA
                31308
              
              
                Phone: (860) 676-7100",,,
Oraline,,https://www.police1.com/company-directory/oraline/,,"Oraline
4057 W Road
              
              
                
                
                
                  
                
                Cortland, NY
                13045
              
              
                Phone: 888.296.6730",,,
Orange County Sheriff's Department,https://go.lexipol.com/?target=org_a374f0f344e8e2bb&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/orange-county-sheriffs-department/,,"Orange County Sheriff's Department
550 N. Flower St.
PO Box 449
              
              
                
                
                
                  
                
                Santa Ana, CA
                92703
              
              
                Phone: 7146477000",,,
Orange Photonics,https://go.lexipol.com/?target=org_jGKA5yJln5ZCn35m&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/orange-photonics/,"’ sole mission is to develop lab-grade analytical tools that are easy-to-use, rugged and portable. For the past five years Orange Photonics instrumentation has been used in mission-critical work by local, state and federal law enforcement organizations, departments of agriculture analytical laboratories, and universities, in addition to licensed commercial business operations. Orange Photonics’ technology helps support safety and compliance amid the expansion of cannabis legalization.
Headquartered in New Hampshire, Orange Photonics’ team members come from diverse industries including spectroscopy sciences, health care, standards organizations, and educational institutions. We harness our expertise in support of the customers we serve.
Our roots are in spectroscopy, which is the science of using light to measure chemical composition. Our legacy goes back three generations of spectroscopists to include one of the founders of PittCon, often honored as the “Father of Mid-Infrared Spectroscopy”, Paul Wilks.
Spectroscopy and liquid chromatography, two analytical methods used in Orange Photonics’ cannabis potency testing equipment, are commonly used in pharmaceuticals, environmental testing, and food manufacturing. University of Kentucky (UK) Division of Regulatory Services’ Hemp Proficiency Program indicates that Orange Photonics technology performs with a level of accuracy on par with laboratory based analytical instrumentation.","Orange Photonics
Phone: 603-573-9212 ext. 1",,,
Original S.W.A.T. Footwear Co.,https://go.lexipol.com/?target=org_IGvx666IsLyLwd4Y&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/original-s-w-a-t-footwear-co/,"vers tactical performance with all the comfort of a sport shoe. They endure the toughest conditions and remain comfortable, even when you're on your feet all day. There's a boot for everyone, whether it be high or low cut, with or without side zips, steel toe, waterproof and more. Title sponsor of the Original SWAT World Challenge.","Original S.W.A.T. Footwear Co.
4901 Cloutier Dr., Ste. B
              
              
                
                
                
                  
                
                Salida, CA
                95368
              
              
                Phone: 888/476-7700",,,
Orion,https://go.lexipol.com/?target=org_YuHdskR8TULvycQt&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/orion/,"Safety Products is the world’s leading manufacturer of flares and other emergency signaling devices. Whether you’re a supplier looking to stock the world’s most comprehensive line of safety and signaling products … or a first responder seeking information on how emergency signaling devices save lives… you’ve come to the right place! We’ve been making flares for nearly a century and all of our flare products are made in the USA under the strictest quality and safety guidelines. When used in conjunction with light bars, Orion flares increase your safety zone by incrementally (i) reducing the speed of passing traffic an additional 5.1% and (ii) causing an additional 5.3% of passing traffic to change lanes (95.7% of vehicles and 98% of trucks change lanes). Safer, easier to use and store, and better for the environment, Orion flares eliminate potassium perchlorate, which means no chemical contaminants left on the roadside after burning out. The easy-light cap has no loose red phosphorous, which minimizes sparking and splatter and these eco-friendly flares are safer to store since there is no flaking red phosphorous in the boxes. For more info on this or any of our other safety products, visit: www.orionsignals.com.","Orion
21940 Minnetonka Boulevard
              
              
                
                
                
                  
                
                Excelsior, MN
                55331
              
              
                Phone: (952) 470-8830 x 133",,,
Otto Engineering,https://go.lexipol.com/?target=org_64b4af1f79800f0d&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/otto-engineering-inc/,,"Otto Engineering
2 E Main St Bldg 12
              
              
                
                
                
                  
                
                Carpentersville, IL
                60110-2624
              
              
                Phone: (847) 428-7171",,,
Outdoor Outfits,,https://www.police1.com/company-directory/outdoor-outfits/,,"Outdoor Outfits
372 Richmond Street West
              
              
                
                
                
                  
                
                Toronto, Ontario
                
              
              
                Phone: (416) 598-4111",,,
outdoor recreation media,https://go.lexipol.com/?target=org_SmZxAapKq7qATwHe&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/outdoor-recreation-media/,,outdoor recreation media,,,
OverWatch Security,https://go.lexipol.com/?target=org_hL2sdDaxBiSSvkpu&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/overwatch-security/,,"OverWatch Security

                
                
                
                92557",,,
oVio Technologies,,https://www.police1.com/company-directory/ovio-technologies/,,"oVio Technologies
Phone: (949) 464-8360",,,
Oxx Inc.,,https://www.police1.com/company-directory/oxx-inc/,,"Oxx Inc.
120 Ionia Avenue SW, Suite 201
              
              
                
                
                
                  
                
                Grand Rapids, MI
                49503",,,
Oxygen Forensics,,https://www.police1.com/company-directory/oxygen-forensics/,,"Oxygen Forensics
Phone: (877) 969-9436",,,
P1 Digital Edition,https://go.lexipol.com/?target=org_ldVsoVcZgzl6qzXx&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/p1-digital-edition/,,"P1 Digital Edition

                
                
                  
                
                Frisco, TX",,,
"Pacific Rescue, LLC",https://go.lexipol.com/?target=org_OYAb5yzY47rh2YWA&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/pacific-rescue-llc/,"With 23+ years of business management combined with a shared vision for a company that can make a difference,  Pacific Rescue is committed to providing its customers with durable, effective equipment most suited to their specific needs. The products we design and carry are the end result of experience, training and input from actual hands-on use.
Our interest in serving the rescue professional is not limited to equipment. In the increasingly changing world of public safety and rescue it is our goal to keep up with the latest in technology, training and theory so that we can be a reliable source of information and communication for rescue professionals globally.","Pacific Rescue, LLC
22 Anacapa Street
              
              
                
                
                
                  
                
                Santa Barbara, CA
                93101
              
              
                Phone: 877/843-4599",,,
Pacific Scientific Energetic Materials Company,https://go.lexipol.com/?target=org_NrhejTRYJdJYF1A1&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/pacific-scientific-energetic-materials-company/,"u reduce your liability and risk of officer injury with vehicle arrest systems that are portable, lightweight, covert, and ready to meet even the most challenging law enforcement situations. Use our NightHawk® remote-controlled spike deployment technology up to 100 feet away to ensure a faster, safer arrest—every time. NightHawk is one of the most effective portable vehicle pursuit termination systems on the market, is highly effective in all chase scenarios, various terrains, and reduces the disruption of traffic flow.","Pacific Scientific Energetic Materials Company
3601 Union Road
              
              
                
                
                
                  
                
                Hollister, CA
                95023
              
              
                Phone: (888) 995-5658",,,
PadillaCRT (HQ),https://go.lexipol.com/?target=org_b02e44aaab32601a&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/padillacrt-hq/,,"PadillaCRT (HQ)
1101 West River Parkway
              
              
                
                
                
                  
                
                Minneapolis, MN
                5541
              
              
                Phone: (804) 675-8100",,,
Palatine Technology Group,https://go.lexipol.com/?target=org_RYJFZVcoNus6zpiU&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/palatine-technology-group/,"Ewarrant pioneer
Over 2 million warrants issued using our technology!
An On Cloud monthly subscription option or on-premises implementation.
Full integration with Third party RMS, CMS
Call to schedule a Demo: 800-610-7897","Palatine Technology Group
6355 Topanga Canyon Blvd # 205
              
              
                
                
                
                  
                
                Woodland Hills, CA
                91367
              
              
                Phone: 1 800 610 7897",,,
Panasonic Corporation of North America,https://go.lexipol.com/?target=org_wXnQLtgffqBJ2YMg&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/mccann-utah-panasonic/,,"Panasonic Corporation of North America
Two Riverfront Plaza, 828 McCarter Hwy
              
              
                
                
                
                  
                
                Newark, NJ
                07102
              
              
                Phone: 8002951614",,,
Panasonic System Communications Company of North America,https://go.lexipol.com/?target=org_9ikmI6aSNsAumFxU&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/panasonic-body-cameras/,,"Panasonic System Communications Company of North America
2 Riverfront Plaza
              
              
                
                
                
                  
                
                Newark, NJ
                07102-5490
              
              
                Phone: 855-323-8787",,,
Panasonic System Communications Company of North America,https://go.lexipol.com/?target=org_nuWXXMY1iz6Zdkgp&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/panasonic-rugged-laptops/,"With industry-leading reliability, fully-rugged Panasonic Toughbook® mobile computers set the standard for mission-critical computing in law enforcement. With a MIL-STD-810G and IP65 sealed all-weather design, Toughbook solutions are built to withstand the environments law enforcement personnel face everyday. Empowering law enforcement with the rugged technology needed to get the job done is how we’re engineering a better world.","Panasonic System Communications Company of North America
2 Riverfront Plaza
              
              
                
                
                
                  
                
                Newark, NJ
                07102-5490
              
              
                Phone: 1.888.357.1107",,,
Paper Pak Industries,https://go.lexipol.com/?target=org_LtbIbZK30mpgMPJa&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/paper-pak-industries/,"working with a team of military medical and absorbency experts, has developed an innovative, portable litter system designed to safely transport injured personnel.","Paper Pak Industries
1941 White Avenue
              
              
                
                
                
                  
                
                La Verne, CA
                91750
              
              
                Phone: (888) 293-6529",,,
Paradise Valley,https://go.lexipol.com/?target=org_eoetaeFKtZlezA9O&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/paradise-valley/,,Paradise Valley,,,
Pathogend of Georgia,https://go.lexipol.com/?target=org_xPn2HHDMlPFi9rry&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/pathogend-georgia/,,Pathogend of Georgia,,,
Patriot3,https://go.lexipol.com/?target=org_54783c7e149a14dd&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/patriot3/,"mier provider and authority in elevated tactical systems, ballistic shields, complete mobile ballistic barrier systems and specialized maritime products. Patriot3 is a leader in innovation with its one-of-a-kind products designed especially for law enforcement and military agencies.

Today, Patriot3 enjoys a reputation as a premier provider and authority in tactical operations products and leader in innovation as well as, winner of the prestigious Spirit of NTOA, Small Business Administration’s Exporter of the Year and GovSec Homeland Security Awards. Patriot3 has exported to more than 30 countries. All products are displayed and demonstrated at major US and International tradeshows. Private on-site demonstrations can be arranged.","Patriot3
11040 Pierson Dr.
              
              
                
                
                
                  
                
                Fredericksburg, VA
                22408
              
              
                Phone: 5402880911",,,
PatrolEyes,https://go.lexipol.com/?target=org_3zgH8upU4hRwPlrN&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/patroleyes/,"body cameras by StuntCams are the most innovative cameras designed specifically for police and law enforcement. StuntCams has been an industry leader in the specialty cameras market for years and now has developed the most innovative line of body cameras to date. By paying close attention to each detail the PatrolEyes models by StuntCams are designed to be the most user friendly body cameras with the most advanced features, highest quality components, at the most competitive prices.

PatrolEyes is determined to earn your trust and your business and offers a full 1 year manufacturer warranty on all cameras and offers fast, friendly, knowledgeable support, based right here in the USA.","PatrolEyes
PO Box 709
              
              
                
                
                
                  
                
                Ada, MI
                49301
              
              
                Phone: (616) 258-6315",,,
Patrol PC,,https://www.police1.com/company-directory/patrol-pc/,,"Patrol PC
344 John Dietsch Blvd
              
              
                
                
                
                  
                
                North Attleboro, MA
                02763
              
              
                Phone: 508-699-0548",,,
PayLock,https://go.lexipol.com/?target=org_Pxyx2QqFTN1hSLPr&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/paylock/,"Vehicle immobilizing SmartBoots™, Digital Permitting and Easy License Plate Recognition systems help law enforcement do more for less AND change violator behavior for the better. You’ll get hardware, software and the support of the nation’s best call center resulting in saved time, more choices, and fewer complaints.","PayLock
P.O. Box 667
              
              
                
                
                
                  
                
                Somerville, NJ
                08876
              
              
                Phone: 866-PAYLOCK",,,
